Date,Portfolio Value,Cash
2020-04-21,25828.63,0.0
2020-04-22,26605.82,0.0
2020-04-23,26688.03,0.0
2020-04-24,26995.88,0.0
2020-04-27,27640.49,0.0
2020-04-28,27421.71,0.0
2020-04-29,28330.58,0.0
2020-04-30,27996.71,0.0
2020-05-01,27158.58,0.0
2020-05-04,27434.14,0.0
2020-05-05,27854.04,0.0
2020-05-06,27626.01,0.0
2020-05-07,27875.36,0.0
2020-05-08,28407.09,0.0
2020-05-11,28689.06,0.0
2020-05-12,28270.04,0.0
2020-05-13,27899.84,0.0
2020-05-14,28241.52,0.0
2020-05-15,28417.1,0.0
2020-05-18,29129.03,0.0
2020-05-19,28974.29,0.0
2020-05-20,29256.43,0.0
2020-05-21,28899.13,0.0
2020-05-22,29068.96,0.0
2020-05-26,28881.08,0.0
2020-05-27,29358.87,0.0
2020-05-28,29722.73,0.0
2020-05-29,30408.82,0.0
2020-06-01,30470.05,0.0
2020-06-02,30791.85,0.0
2020-06-03,31134.2,0.0
2020-06-04,30736.9,0.0
2020-06-05,31235.3,0.0
2020-06-08,31449.25,0.0
2020-06-09,31320.79,0.0
2020-06-10,31624.39,0.0
2020-06-11,29832.62,0.0
2020-06-12,30003.88,0.0
2020-06-15,30530.41,0.0
2020-06-16,30978.06,0.0
2020-06-17,31120.38,0.0
2020-06-18,31077.4,0.0
2020-06-19,31354.52,0.0
2020-06-22,31582.08,0.0
2020-06-23,31486.74,0.0
2020-06-24,30783.61,0.0
2020-06-25,31217.86,0.0
2020-06-26,30727.65,0.0
2020-06-29,30871.25,0.0
2020-06-30,31612.78,0.0
2020-07-01,31698.07,0.0
2020-07-02,31949.06,0.0
2020-07-06,32539.07,0.0
2020-07-07,32372.14,0.0
2020-07-08,32734.7,0.0
2020-07-09,32751.68,0.0
2020-07-10,32854.34,0.0
2020-07-13,32075.41,0.0
2020-07-14,32569.64,0.0
2020-07-15,32924.86,0.0
2020-07-16,32726.63,0.0
2020-07-17,33102.97,0.0
2020-07-20,33811.96,0.0
2020-07-21,33477.78,0.0
2020-07-22,33719.91,0.0
2020-07-23,33123.84,0.0
2020-07-24,32697.29,0.0
2020-07-27,33335.05,0.0
2020-07-28,32952.52,0.0
2020-07-29,33606.71,0.0
2020-07-30,33643.32,0.0
2020-07-31,33815.82,0.0
2020-08-03,34271.36,0.0
2020-08-04,34328.08,0.0
2020-08-05,34628.92,0.0
2020-08-06,34519.49,0.0
2020-08-07,34485.15,0.0
2020-08-10,34117.13,0.0
2020-08-11,33582.63,0.0
2020-08-12,34061.44,0.0
2020-08-13,34474.81,0.0
2020-08-14,34369.32,0.0
2020-08-17,34954.24,0.0
2020-08-18,34858.71,0.0
2020-08-19,34961.32,0.0
2020-08-20,35339.73,0.0
2020-08-21,35435.63,0.0
2020-08-24,35368.55,0.0
2020-08-25,35552.82,0.0
2020-08-26,36053.74,0.0
2020-08-27,35673.18,0.0
2020-08-28,35781.02,0.0
2020-08-31,36339.79,0.0
2020-09-01,36492.38,0.0
2020-09-02,37014.55,0.0
2020-09-03,34923.25,0.0
2020-09-04,34305.07,0.0
2020-09-08,33255.28,0.0
2020-09-09,34302.73,0.0
2020-09-10,33892.6,0.0
2020-09-11,33906.79,0.0
2020-09-14,34666.04,0.0
2020-09-15,35266.24,0.0
2020-09-16,34937.27,0.0
2020-09-17,34625.47,0.0
2020-09-18,34563.4,0.0
2020-09-21,34365.37,0.0
2020-09-22,34661.93,0.0
2020-09-23,33824.26,0.0
2020-09-24,33873.02,0.0
2020-09-25,34619.18,0.0
2020-09-28,35259.94,0.0
2020-09-29,35384.3,0.0
2020-09-30,35652.73,0.0
2020-10-01,36246.44,0.0
2020-10-02,35769.14,0.0
2020-10-05,36693.67,0.0
2020-10-06,36281.24,0.0
2020-10-07,36997.33,0.0
2020-10-08,37191.44,0.0
2020-10-09,37674.18,0.0
2020-10-12,38151.65,0.0
2020-10-13,38275.53,0.0
2020-10-14,37870.6,0.0
2020-10-15,37318.24,0.0
2020-10-16,37394.57,0.0
2020-10-19,36991.52,0.0
2020-10-20,36971.22,0.0
2020-10-21,36871.97,0.0
2020-10-22,36564.84,0.0
2020-10-23,36746.74,0.0
2020-10-26,35961.0,0.0
2020-10-27,35978.3,0.0
2020-10-28,34945.43,0.0
2020-10-29,35323.76,0.0
2020-10-30,34689.02,0.0
2020-11-02,34923.47,0.0
2020-11-03,35613.32,0.0
2020-11-04,36693.25,0.0
2020-11-05,37573.89,0.0
2020-11-06,38393.39,0.0
2020-11-09,36808.53,0.0
2020-11-10,35834.19,0.0
2020-11-11,36877.66,0.0
2020-11-12,36728.85,0.0
2020-11-13,36984.32,0.0
2020-11-16,37095.47,0.0
2020-11-17,37417.19,0.0
2020-11-18,37210.29,0.0
2020-11-19,37825.93,0.0
2020-11-20,37786.43,0.0
2020-11-23,38071.13,0.0
2020-11-24,38139.22,0.0
2020-11-25,38345.4,0.0
2020-11-27,38944.57,0.0
2020-11-30,39230.27,0.0
2020-12-01,39352.6,0.0
2020-12-02,38778.09,0.0
2020-12-03,38830.84,0.0
2020-12-04,39185.26,0.0
2020-12-07,39438.02,0.0
2020-12-08,39672.36,0.0
2020-12-09,38790.66,0.0
2020-12-10,39027.51,0.0
2020-12-11,39030.7,0.0
2020-12-14,39160.2,0.0
2020-12-15,39556.2,0.0
2020-12-16,39727.98,0.0
2020-12-17,40233.86,0.0
2020-12-18,40601.37,0.0
2020-12-21,40076.82,0.0
2020-12-22,40494.65,0.0
2020-12-23,40120.25,0.0
2020-12-24,40308.21,0.0
2020-12-28,39791.87,0.0
2020-12-29,39662.16,0.0
2020-12-30,39938.48,0.0
2020-12-31,40063.46,0.0
2021-01-04,39707.85,0.0
2021-01-05,40131.06,0.0
2021-01-06,40168.04,0.0
2021-01-07,41325.69,0.0
2021-01-08,41851.67,0.0
2021-01-11,41738.3,0.0
2021-01-12,41948.13,0.0
2021-01-13,41976.79,0.0
2021-01-14,41813.43,0.0
2021-01-15,41712.09,0.0
2021-01-19,42142.63,0.0
2021-01-20,42848.25,0.0
2021-01-21,42677.33,0.0
2021-01-22,42648.41,0.0
2021-01-25,42735.08,0.0
2021-01-26,42378.61,0.0
2021-01-27,41172.77,0.0
2021-01-28,41423.55,0.0
2021-01-29,40713.08,0.0
2021-02-01,41332.19,0.0
2021-02-02,42320.89,0.0
2021-02-03,42061.13,0.0
2021-02-04,42580.49,0.0
2021-02-05,42949.26,0.0
2021-02-08,43513.57,0.0
2021-02-09,43407.13,0.0
2021-02-10,43463.62,0.0
2021-02-11,43784.96,0.0
2021-02-12,44297.17,0.0
2021-02-16,44219.68,0.0
2021-02-17,43908.47,0.0
2021-02-18,43623.66,0.0
2021-02-19,43940.69,0.0
2021-02-22,42660.41,0.0
2021-02-23,42586.56,0.0
2021-02-24,42843.7,0.0
2021-02-25,41609.48,0.0
2021-02-26,41925.67,0.0
2021-03-01,43222.23,0.0
2021-03-02,42357.14,0.0
2021-03-03,41169.75,0.0
2021-03-04,39754.21,0.0
2021-03-05,40208.44,0.0
2021-03-08,39463.58,0.0
2021-03-09,40595.13,0.0
2021-03-10,40820.75,0.0
2021-03-11,42027.51,0.0
2021-03-12,42041.49,0.0
2021-03-15,42551.85,0.0
2021-03-16,42391.31,0.0
2021-03-17,42213.05,0.0
2021-03-18,41749.72,0.0
2021-03-19,42505.29,0.0
2021-03-22,42846.99,0.0
2021-03-23,42180.11,0.0
2021-03-24,40964.73,0.0
2021-03-25,41126.1,0.0
2021-03-26,41774.31,0.0
2021-03-29,41192.57,0.0
2021-03-30,41647.44,0.0
2021-03-31,42264.36,0.0
2021-04-01,43053.3,0.0
2021-04-05,43268.74,0.0
2021-04-06,43606.03,0.0
2021-04-07,43262.93,0.0
2021-04-08,43458.71,0.0
2021-04-09,43423.8,0.0
2021-04-12,43302.13,0.0
2021-04-13,43329.38,0.0
2021-04-14,43308.35,0.0
2021-04-15,43493.06,0.0
2021-04-16,43552.77,0.0
2021-04-19,42840.6,0.0
2021-04-20,41940.55,0.0
2021-04-21,42859.68,0.0
2021-04-22,42411.4,0.0
2021-04-23,43142.52,0.0
2021-04-26,44036.1,0.0
2021-04-27,44070.21,0.0
2021-04-28,44278.95,0.0
2021-04-29,44280.01,0.0
2021-04-30,43521.5,0.0
2021-05-03,43565.64,0.0
2021-05-04,43428.89,0.0
2021-05-05,43830.63,0.0
2021-05-06,43813.92,0.0
2021-05-07,44968.47,0.0
2021-05-10,44067.64,0.0
2021-05-11,43532.38,0.0
2021-05-12,42093.06,0.0
2021-05-13,42643.01,0.0
2021-05-14,43710.04,0.0
2021-05-17,43472.31,0.0
2021-05-18,42864.08,0.0
2021-05-19,42628.85,0.0
2021-05-20,43001.77,0.0
2021-05-21,42967.32,0.0
2021-05-24,43425.2,0.0
2021-05-25,43248.84,0.0
2021-05-26,43722.29,0.0
2021-05-27,44160.02,0.0
2021-05-28,44144.06,0.0
2021-06-01,44543.74,0.0
2021-06-02,44453.4,0.0
2021-06-03,43824.8,0.0
2021-06-04,44409.79,0.0
2021-06-07,44549.34,0.0
2021-06-08,44819.26,0.0
2021-06-09,44184.78,0.0
2021-06-10,44014.66,0.0
2021-06-11,44278.31,0.0
2021-06-14,43901.25,0.0
2021-06-15,43900.95,0.0
2021-06-16,43842.3,0.0
2021-06-17,43026.61,0.0
2021-06-18,42282.69,0.0
2021-06-21,43346.58,0.0
2021-06-22,43446.58,0.0
2021-06-23,43695.75,0.0
2021-06-24,44466.96,0.0
2021-06-25,44419.48,0.0
2021-06-28,44473.84,0.0
2021-06-29,44618.97,0.0
2021-06-30,44696.31,0.0
2021-07-01,44877.02,0.0
2021-07-02,44891.52,0.0
2021-07-06,44247.78,0.0
2021-07-07,44301.57,0.0
2021-07-08,43778.94,0.0
2021-07-09,44795.25,0.0
2021-07-12,45170.72,0.0
2021-07-13,44443.88,0.0
2021-07-14,44184.66,0.0
2021-07-15,43849.47,0.0
2021-07-16,43189.58,0.0
2021-07-19,42393.63,0.0
2021-07-20,43838.26,0.0
2021-07-21,44458.57,0.0
2021-07-22,44127.05,0.0
2021-07-23,44403.27,0.0
2021-07-26,44679.62,0.0
2021-07-27,44228.32,0.0
2021-07-28,44381.08,0.0
2021-07-29,44929.82,0.0
2021-07-30,44784.32,0.0
2021-08-02,44670.89,0.0
2021-08-03,45341.88,0.0
2021-08-04,44849.77,0.0
2021-08-05,45386.08,0.0
2021-08-06,45682.49,0.0
2021-08-09,45582.86,0.0
2021-08-10,46398.79,0.0
2021-08-11,46863.39,0.0
2021-08-12,47035.23,0.0
2021-08-13,46748.87,0.0
2021-08-16,46357.88,0.0
2021-08-17,45563.81,0.0
2021-08-18,45295.92,0.0
2021-08-19,44637.77,0.0
2021-08-20,45119.22,0.0
2021-08-23,45837.21,0.0
2021-08-24,46396.26,0.0
2021-08-25,46734.45,0.0
2021-08-26,46449.91,0.0
2021-08-27,47166.89,0.0
2021-08-30,46806.03,0.0
2021-08-31,46514.56,0.0
2021-09-01,46138.97,0.0
2021-09-02,46497.53,0.0
2021-09-03,46241.39,0.0
2021-09-07,45446.28,0.0
2021-09-08,44922.45,0.0
2021-09-09,44961.03,0.0
2021-09-10,44664.12,0.0
2021-09-13,44653.86,0.0
2021-09-14,44183.11,0.0
2021-09-15,44919.75,0.0
2021-09-16,44953.86,0.0
2021-09-17,44565.28,0.0
2021-09-20,43749.01,0.0
2021-09-21,43725.89,0.0
2021-09-22,44571.64,0.0
2021-09-23,45237.64,0.0
2021-09-24,45188.69,0.0
2021-09-27,45486.92,0.0
2021-09-28,44513.92,0.0
2021-09-29,44238.5,0.0
2021-09-30,43336.74,0.0
2021-10-01,43682.02,0.0
2021-10-04,43383.11,0.0
2021-10-05,43694.19,0.0
2021-10-06,43270.53,0.0
2021-10-07,43826.52,0.0
2021-10-08,43576.01,0.0
2021-10-11,43543.82,0.0
2021-10-12,43547.33,0.0
2021-10-13,43710.16,0.0
2021-10-14,44647.25,0.0
2021-10-15,44998.87,0.0
2021-10-18,45420.84,0.0
2021-10-19,45435.05,0.0
2021-10-20,45780.07,0.0
2021-10-21,45845.81,0.0
2021-10-22,46158.37,0.0
2021-10-25,46700.03,0.0
2021-10-26,46415.67,0.0
2021-10-27,45653.5,0.0
2021-10-28,46677.61,0.0
2021-10-29,46617.52,0.0
2021-11-01,47320.75,0.0
2021-11-02,47475.24,0.0
2021-11-03,48011.79,0.0
2021-11-04,47983.94,0.0
2021-11-05,48917.18,0.0
2021-11-08,48885.88,0.0
2021-11-09,48581.37,0.0
2021-11-10,47860.25,0.0
2021-11-11,48272.26,0.0
2021-11-12,48286.1,0.0
2021-11-15,48289.68,0.0
2021-11-16,48457.35,0.0
2021-11-17,47756.21,0.0
2021-11-18,47908.42,0.0
2021-11-19,47344.38,0.0
2021-11-22,47816.94,0.0
2021-11-23,48026.4,0.0
2021-11-24,48016.69,0.0
2021-11-26,46103.83,0.0
2021-11-29,46570.71,0.0
2021-11-30,45177.23,0.0
2021-12-01,44207.47,0.0
2021-12-02,45322.45,0.0
2021-12-03,44710.99,0.0
2021-12-06,45159.38,0.0
2021-12-07,46451.1,0.0
2021-12-08,46321.97,0.0
2021-12-09,45676.51,0.0
2021-12-10,45729.12,0.0
