Date,Ticker,Action,Price,Shares,Portfolio Value
2020-12-01,TSLA,SELL,194.92,2.985074,39352.6
2020-12-01,TTD,SELL,89.01,9.123539,39352.6
2020-12-01,NOW,SELL,107.92,0.10952,39352.6
2020-12-01,TMUS,SELL,127.89,1.155262,39352.6
2020-12-01,WSM,SELL,49.81,2.6398,39352.6
2020-12-01,TTWO,SELL,180.06,0.408945,39352.6
2020-12-01,WST,BUY,268.04,0.807806,39352.6
2020-12-01,VEEV,BUY,284.2,0.408798,39352.6
2020-12-01,VRT,BUY,19.3,1.131122,39352.6
2020-12-01,SNPS,BUY,230.02,0.46179,39352.6
2020-12-01,TMO,BUY,463.81,0.551504,39352.6
2020-12-01,SWKS,BUY,123.96,1.54925,39352.6
2020-12-01,CRM,BUY,237.25,0.651642,39352.6
2020-12-01,TSCO,BUY,25.42,5.262759,39352.6
2020-12-01,TER,BUY,112.73,17.454711,39352.6
2020-12-01,UPS,BUY,132.52,0.891974,39352.6
2020-12-01,TT,BUY,135.6,14.510306,39352.6
2020-12-01,TYL,BUY,432.12,4.553434,39352.6
2020-12-01,ZTS,BUY,151.89,12.954427,39352.6
2020-12-01,TXN,BUY,139.49,14.105866,39352.6
2021-01-04,SWKS,SELL,129.75,15.872602,39707.85
2021-01-04,TXN,SELL,138.41,14.105866,39707.85
2021-01-04,ZTS,SELL,153.99,12.954427,39707.85
2021-01-04,TYL,SELL,431.61,4.553434,39707.85
2021-01-04,TSLA,SELL,243.26,1.932832,39707.85
2021-01-04,WST,SELL,281.4,0.285448,39707.85
2021-01-04,SNPS,SELL,254.7,0.759144,39707.85
2021-01-04,TER,SELL,116.71,0.443839,39707.85
2021-01-04,TTWO,SELL,201.85,1.091654,39707.85
2021-01-04,TTD,BUY,77.34,3.565,39707.85
2021-01-04,VEEV,BUY,274.26,0.315691,39707.85
2021-01-04,NOW,BUY,105.37,0.610183,39707.85
2021-01-04,VRT,BUY,18.43,5.753487,39707.85
2021-01-04,TMUS,BUY,126.64,0.291294,39707.85
2021-01-04,UBER,BUY,51.14,38.822696,39707.85
2021-01-04,WSM,BUY,46.31,3.372559,39707.85
2021-01-04,TSCO,BUY,25.43,0.676335,39707.85
2021-01-04,CRM,BUY,216.56,0.87408,39707.85
2021-01-04,UPS,BUY,129.24,0.514532,39707.85
2021-01-04,ZBRA,BUY,378.13,5.250556,39707.85
2021-01-04,TT,BUY,134.5,0.251494,39707.85
2021-01-04,TRMB,BUY,66.29,29.950108,39707.85
2021-01-04,TMO,BUY,464.74,0.02977,39707.85
2021-01-04,TGT,BUY,151.62,13.094809,39707.85
2021-02-01,CRM,SELL,224.57,9.167723,41332.19
2021-02-01,TSLA,SELL,279.94,0.779301,41332.19
2021-02-01,NOW,SELL,111.71,0.343378,41332.19
2021-02-01,ZBRA,SELL,397.33,0.049313,41332.19
2021-02-01,VRT,SELL,20.04,4.612374,41332.19
2021-02-01,WSM,SELL,56.64,6.386798,41332.19
2021-02-01,TMO,SELL,507.73,0.201797,41332.19
2021-02-01,TTD,BUY,79.32,0.383782,41332.19
2021-02-01,VEEV,BUY,282.91,0.065742,41332.19
2021-02-01,WST,BUY,292.85,0.0015,41332.19
2021-02-01,SNPS,BUY,263.57,0.045814,41332.19
2021-02-01,TER,BUY,115.11,0.942906,41332.19
2021-02-01,TMUS,BUY,122.81,1.150868,41332.19
2021-02-01,TTWO,BUY,200.94,0.44873,41332.19
2021-02-01,TGT,BUY,156.69,0.094617,41332.19
2021-02-01,TSCO,BUY,25.43,3.187899,41332.19
2021-02-01,TRMB,BUY,67.72,0.56687,41332.19
2021-02-01,UPS,BUY,123.29,1.400028,41332.19
2021-02-01,URI,BUY,244.25,8.461155,41332.19
2021-02-01,UBER,BUY,52.76,0.347315,41332.19
2021-02-01,TT,BUY,133.35,0.736263,41332.19
2021-03-01,TT,SELL,148.03,15.498062,43222.23
2021-03-01,TMUS,SELL,118.17,16.828072,43222.23
2021-03-01,TTD,SELL,83.23,0.089468,43222.23
2021-03-01,TER,SELL,131.31,1.495654,43222.23
2021-03-01,WSM,SELL,61.17,1.159954,43222.23
2021-03-01,URI,SELL,291.7,1.052519,43222.23
2021-03-01,ZBRA,SELL,511.48,0.976031,43222.23
2021-03-01,VRT,SELL,21.22,1.252726,43222.23
2021-03-01,TSCO,SELL,29.68,8.43543,43222.23
2021-03-01,TRMB,SELL,77.56,2.653241,43222.23
2021-03-01,TSLA,BUY,239.48,1.64189,43222.23
2021-03-01,VEEV,BUY,293.71,0.053146,43222.23
2021-03-01,WST,BUY,279.02,0.688553,43222.23
2021-03-01,SNPS,BUY,254.17,0.661784,43222.23
2021-03-01,TTWO,BUY,187.45,1.244291,43222.23
2021-03-01,UPS,BUY,128.21,0.094192,43222.23
2021-03-01,TGT,BUY,159.4,0.368017,43222.23
2021-03-01,TMO,BUY,452.66,0.703955,43222.23
2021-03-01,NOW,BUY,111.29,0.918597,43222.23
2021-03-01,SWKS,BUY,160.94,13.427857,43222.23
2021-03-01,WBD,BUY,58.18,37.145261,43222.23
2021-03-01,UBER,BUY,54.4,0.556298,43222.23
2021-04-01,NOW,SELL,101.4,19.41804,43053.3
2021-04-01,WST,SELL,280.77,7.74538,43053.3
2021-04-01,TGT,SELL,171.94,13.557443,43053.3
2021-04-01,TTWO,SELL,180.15,11.529002,43053.3
2021-04-01,TSCO,SELL,32.22,72.824706,43053.3
2021-04-01,UBER,SELL,57.6,39.72631,43053.3
2021-04-01,VEEV,SELL,267.77,7.357977,43053.3
2021-04-01,UPS,SELL,136.0,16.856506,43053.3
2021-04-01,TMO,SELL,449.71,4.774216,43053.3
2021-04-01,SNPS,SELL,254.23,8.502622,43053.3
2021-04-01,WSM,SELL,82.24,9.151788,43053.3
2021-04-01,URI,SELL,319.88,0.679024,43053.3
2021-04-01,TRMB,SELL,80.74,1.202041,43053.3
2021-04-01,SWKS,SELL,162.01,0.14084,43053.3
2021-04-01,TSLA,BUY,220.58,0.734658,43053.3
2021-04-01,TRGP,BUY,28.74,74.913569,43053.3
2021-04-01,TTD,BUY,65.88,6.709279,43053.3
2021-04-01,TPL,BUY,167.11,12.88194,43053.3
2021-04-01,RCL,BUY,84.28,25.540329,43053.3
2021-04-01,WBD,BUY,43.31,12.55839,43053.3
2021-04-01,ZBRA,BUY,491.78,0.152081,43053.3
2021-04-01,SYF,BUY,37.08,58.050577,43053.3
2021-04-01,VRT,BUY,20.91,1.09886,43053.3
2021-04-01,TER,BUY,126.22,0.596221,43053.3
2021-04-01,WYNN,BUY,123.92,17.372074,43053.3
2021-04-01,SPG,BUY,86.35,24.928448,43053.3
2021-04-01,SLB,BUY,25.08,85.832128,43053.3
2021-04-01,TEL,BUY,120.63,17.845655,43053.3
2021-04-01,VTR,BUY,45.66,47.142827,43053.3
2021-04-01,WY,BUY,29.75,72.348753,43053.3
2021-05-03,WYNN,SELL,124.65,17.372074,43565.64
2021-05-03,SWKS,SELL,152.21,13.287017,43565.64
2021-05-03,RCL,SELL,85.49,25.540329,43565.64
2021-05-03,WY,SELL,31.8,72.348753,43565.64
2021-05-03,SPG,SELL,93.39,24.928448,43565.64
2021-05-03,SLB,SELL,25.19,85.832128,43565.64
2021-05-03,VTR,SELL,46.96,47.142827,43565.64
2021-05-03,TEL,SELL,122.97,17.845655,43565.64
2021-05-03,TSLA,SELL,228.3,0.217652,43565.64
2021-05-03,TRGP,SELL,31.91,6.644173,43565.64
2021-05-03,SYF,SELL,39.07,2.303069,43565.64
2021-05-03,TTD,SELL,70.16,1.624444,43565.64
2021-05-03,VRT,SELL,22.71,7.037629,43565.64
2021-05-03,WSM,BUY,79.47,1.233371,43565.64
2021-05-03,TPL,BUY,168.02,0.082556,43565.64
2021-05-03,URI,BUY,310.32,0.289792,43565.64
2021-05-03,TRMB,BUY,81.2,0.164439,43565.64
2021-05-03,STLD,BUY,52.35,41.606013,43565.64
2021-05-03,TXT,BUY,65.2,33.407984,43565.64
2021-05-03,ZBRA,BUY,479.05,0.169794,43565.64
2021-05-03,LUV,BUY,57.32,37.998836,43565.64
2021-05-03,UAL,BUY,54.46,39.997834,43565.64
2021-05-03,TT,BUY,163.85,13.294193,43565.64
2021-05-03,WBD,BUY,36.12,10.603162,43565.64
2021-05-03,TER,BUY,122.48,0.730373,43565.64
2021-05-03,TGT,BUY,180.98,12.035922,43565.64
2021-05-03,SWK,BUY,175.38,12.420109,43565.64
2021-05-03,UPS,BUY,168.49,12.928586,43565.64
2021-06-01,WBD,SELL,32.0,60.306813,44543.74
2021-06-01,TGT,SELL,195.31,12.035922,44543.74
2021-06-01,SWK,SELL,179.81,12.420109,44543.74
2021-06-01,URI,SELL,327.34,0.21558,44543.74
2021-06-01,STLD,SELL,59.56,4.21027,44543.74
2021-06-01,SYF,SELL,43.81,4.905736,44543.74
2021-06-01,TER,SELL,128.25,0.419384,44543.74
2021-06-01,TXT,SELL,68.68,0.981097,44543.74
2021-06-01,TT,SELL,175.84,0.628532,44543.74
2021-06-01,ZBRA,SELL,502.92,0.118575,44543.74
2021-06-01,TRGP,SELL,35.8,6.063572,44543.74
2021-06-01,UAL,SELL,59.67,2.672758,44543.74
2021-06-01,VRT,SELL,24.8,6.110536,44543.74
2021-06-01,TSLA,BUY,207.97,1.168034,44543.74
2021-06-01,TPL,BUY,156.56,1.261028,44543.74
2021-06-01,TTD,BUY,58.31,7.14651,44543.74
2021-06-01,WSM,BUY,77.48,1.336664,44543.74
2021-06-01,SPG,BUY,101.72,21.895533,44543.74
2021-06-01,UPS,BUY,170.16,0.160008,44543.74
2021-06-01,TRMB,BUY,78.43,1.571,44543.74
2021-06-01,STX,BUY,84.64,26.313763,44543.74
2021-06-01,LUV,BUY,56.59,1.359755,44543.74
2021-06-01,WY,BUY,31.21,71.366404,44543.74
2021-07-01,TTD,SELL,76.68,38.19563,44877.02
2021-07-01,WY,SELL,27.85,71.366404,44877.02
2021-07-01,TER,SELL,126.88,17.365336,44877.02
2021-07-01,UAL,SELL,53.08,37.325076,44877.02
2021-07-01,LUV,SELL,49.68,39.358591,44877.02
2021-07-01,TSLA,SELL,225.97,0.779631,44877.02
2021-07-01,TPL,SELL,169.07,0.954145,44877.02
2021-07-01,TRGP,SELL,40.2,6.392316,44877.02
2021-07-01,ZBRA,SELL,532.02,0.210905,44877.02
2021-07-01,VRT,SELL,27.33,7.696669,44877.02
2021-07-01,TRMB,SELL,82.45,1.182445,44877.02
2021-07-01,STLD,BUY,56.49,2.323438,44877.02
2021-07-01,URI,BUY,309.89,0.436998,44877.02
2021-07-01,SYF,BUY,43.72,0.485205,44877.02
2021-07-01,TT,BUY,175.15,0.145633,44877.02
2021-07-01,WSM,BUY,72.63,2.146858,44877.02
2021-07-01,TXT,BUY,68.69,0.237875,44877.02
2021-07-01,STX,BUY,74.62,3.756314,44877.02
2021-07-01,SPG,BUY,100.79,0.366777,44877.02
2021-07-01,UPS,BUY,167.71,0.290502,44877.02
2021-07-01,TGT,BUY,209.23,10.724174,44877.02
2021-07-01,SNA,BUY,196.07,11.443927,44877.02
2021-07-01,RCL,BUY,83.53,26.86397,44877.02
2021-07-01,WFC,BUY,40.26,55.736183,44877.02
2021-07-01,XYL,BUY,113.11,19.837103,44877.02
2021-08-02,SNA,SELL,192.39,11.443927,44670.89
2021-08-02,TT,SELL,189.23,12.811294,44670.89
2021-08-02,RCL,SELL,73.4,26.86397,44670.89
2021-08-02,XYL,SELL,118.29,19.837103,44670.89
2021-08-02,UPS,SELL,153.13,13.379095,44670.89
2021-08-02,TSLA,SELL,236.56,0.487816,44670.89
2021-08-02,STLD,SELL,58.35,1.439371,44670.89
2021-08-02,STX,SELL,76.24,0.773954,44670.89
2021-08-02,URI,SELL,314.63,0.141945,44670.89
2021-08-02,TGT,SELL,221.07,0.620686,44670.89
2021-08-02,TXT,SELL,69.33,0.448628,44670.89
2021-08-02,ZBRA,SELL,550.97,0.163766,44670.89
2021-08-02,VRT,SELL,27.6,1.172881,44670.89
2021-08-02,WFC,SELL,40.6,0.716429,44670.89
2021-08-02,TRMB,SELL,85.31,1.033181,44670.89
2021-08-02,TPL,BUY,154.74,1.162761,44670.89
2021-08-02,TRGP,BUY,37.37,3.95158,44670.89
2021-08-02,SYF,BUY,42.1,1.724466,44670.89
2021-08-02,SPG,BUY,96.79,0.813474,44670.89
2021-08-02,WSM,BUY,70.44,0.818378,44670.89
2021-08-02,TTD,BUY,83.19,26.848712,44670.89
2021-08-02,SLB,BUY,25.54,87.456717,44670.89
2021-08-02,ULTA,BUY,336.76,6.632451,44670.89
2021-08-02,LUV,BUY,45.88,48.683985,44670.89
2021-08-02,SW,BUY,45.87,48.688276,44670.89
2021-09-01,SW,SELL,47.1,48.688276,46138.97
2021-09-01,ULTA,SELL,387.46,6.632451,46138.97
2021-09-01,SLB,SELL,25.18,87.456717,46138.97
2021-09-01,TSLA,SELL,244.7,9.4419,46138.97
2021-09-01,LUV,SELL,45.7,48.683985,46138.97
2021-09-01,TRGP,SELL,39.41,1.221694,46138.97
2021-09-01,STLD,SELL,62.18,1.177687,46138.97
2021-09-01,SPG,SELL,104.06,0.907085,46138.97
2021-09-01,SYF,SELL,43.67,0.218701,46138.97
2021-09-01,ZBRA,SELL,582.78,0.095317,46138.97
2021-09-01,URI,SELL,334.94,0.211279,46138.97
2021-09-01,WSM,SELL,83.36,4.037437,46138.97
2021-09-01,TRMB,SELL,93.75,1.574059,46138.97
2021-09-01,TPL,BUY,141.77,1.83884,46138.97
2021-09-01,WFC,BUY,38.69,4.609135,46138.97
2021-09-01,STX,BUY,75.11,1.41742,46138.97
2021-09-01,WAT,BUY,416.12,5.54395,46138.97
2021-09-01,TXT,BUY,71.57,0.018049,46138.97
2021-09-01,TT,BUY,186.13,12.394091,46138.97
2021-09-01,TGT,BUY,212.45,0.755202,46138.97
2021-09-01,VRT,BUY,28.23,0.802823,46138.97
2021-09-01,TTD,BUY,79.51,2.165856,46138.97
2021-09-01,WDC,BUY,45.93,50.230442,46138.97
2021-09-01,UDR,BUY,45.58,50.611742,46138.97
2021-09-01,XYL,BUY,128.83,17.906443,46138.97
2021-10-01,TTD,SELL,70.42,29.014568,43682.02
2021-10-01,XYL,SELL,114.45,17.906443,43682.02
2021-10-01,TGT,SELL,196.97,10.85869,43682.02
2021-10-01,VRT,SELL,24.42,81.734053,43682.02
2021-10-01,TRGP,SELL,45.69,10.737612,43682.02
2021-10-01,SPG,SELL,103.17,0.998231,43682.02
2021-10-01,WSM,SELL,79.57,0.222818,43682.02
2021-10-01,WFC,SELL,41.87,7.46155,43682.02
2021-10-01,URI,SELL,345.38,0.563772,43682.02
2021-10-01,TXT,SELL,70.68,1.334213,43682.02
2021-10-01,SYF,SELL,44.85,4.136299,43682.02
2021-10-01,STX,SELL,73.31,0.920452,43682.02
2021-10-01,UDR,SELL,44.14,1.128937,43682.02
2021-10-01,TPL,BUY,123.0,1.483991,43682.02
2021-10-01,STLD,BUY,54.29,3.12729,43682.02
2021-10-01,ZBRA,BUY,510.98,0.315814,43682.02
2021-10-01,WAT,BUY,355.7,0.596339,43682.02
2021-10-01,TRMB,BUY,84.14,1.35049,43682.02
2021-10-01,SLB,BUY,27.33,79.926443,43682.02
2021-10-01,TROW,BUY,160.32,13.622961,43682.02
2021-10-01,ULTA,BUY,368.03,5.934573,43682.02
2021-10-01,TSLA,BUY,258.41,8.452185,43682.02
2021-10-01,WDC,BUY,42.96,0.615505,43682.02
2021-10-01,TT,BUY,164.86,0.854267,43682.02
2021-11-01,TT,SELL,171.08,13.248358,47320.75
2021-11-01,TROW,SELL,174.31,13.622961,47320.75
2021-11-01,WDC,SELL,40.77,50.845947,47320.75
2021-11-01,TRGP,SELL,50.35,0.814154,47320.75
2021-11-01,TPL,SELL,137.71,0.57569,47320.75
2021-11-01,WFC,SELL,46.04,0.780052,47320.75
2021-11-01,SPG,SELL,115.74,0.727043,47320.75
2021-11-01,SLB,SELL,29.97,0.986444,47320.75
2021-11-01,STLD,SELL,59.81,0.666884,47320.75
2021-11-01,TSLA,SELL,402.86,2.579132,47320.75
2021-11-01,STX,SELL,79.81,0.148679,47320.75
2021-11-01,TXT,BUY,74.24,0.972087,47320.75
2021-11-01,URI,BUY,369.66,0.076778,47320.75
2021-11-01,WSM,BUY,85.75,0.141851,47320.75
2021-11-01,SYF,BUY,42.77,6.624191,47320.75
2021-11-01,VLO,BUY,66.83,35.402142,47320.75
2021-11-01,ULTA,BUY,365.13,0.545414,47320.75
2021-11-01,UDR,BUY,45.67,2.319957,47320.75
2021-11-01,ZBRA,BUY,542.59,0.086299,47320.75
2021-11-01,TRMB,BUY,87.25,1.15997,47320.75
2021-11-01,RCL,BUY,85.85,27.559929,47320.75
2021-11-01,USB,BUY,49.24,48.04909,47320.75
2021-11-01,WAT,BUY,364.6,0.349117,47320.75
2021-12-01,ULTA,SELL,370.02,6.479987,44207.47
2021-12-01,RCL,SELL,62.5,27.559929,44207.47
2021-12-01,TRMB,SELL,84.01,27.117909,44207.47
2021-12-01,ZBRA,SELL,581.03,4.360636,44207.47
2021-12-01,USB,SELL,44.44,48.04909,44207.47
2021-12-01,SPG,SELL,114.47,1.132965,44207.47
2021-12-01,WSM,SELL,85.25,1.664819,44207.47
2021-12-01,STX,SELL,90.18,5.134727,44207.47
2021-12-01,UDR,SELL,45.3,3.009159,44207.47
2021-12-01,TRGP,BUY,45.84,1.224991,44207.47
2021-12-01,TPL,BUY,123.78,0.675418,44207.47
2021-12-01,TSLA,BUY,365.0,0.182765,44207.47
2021-12-01,WFC,BUY,42.2,0.992858,44207.47
2021-12-01,STLD,BUY,55.04,0.599604,44207.47
2021-12-01,URI,BUY,320.95,0.486369,44207.47
2021-12-01,TXT,BUY,68.81,0.249801,44207.47
2021-12-01,WAT,BUY,328.5,0.23928,44207.47
2021-12-01,SLB,BUY,25.65,7.22644,44207.47
2021-12-01,TROW,BUY,158.3,13.963362,44207.47
2021-12-01,WST,BUY,429.92,5.141413,44207.47
2021-12-01,SYF,BUY,39.51,0.623843,44207.47
2021-12-01,TSCO,BUY,41.2,53.648608,44207.47
2021-12-01,VLO,BUY,58.39,2.451237,44207.47
2021-12-01,SNPS,BUY,334.75,6.603057,44207.47
2021-12-01,TGT,BUY,208.0,10.626624,44207.47
2022-01-03,VLO,SELL,66.92,37.853379,46874.51
2022-01-03,SLB,SELL,28.67,86.166439,46874.51
2022-01-03,SYF,SELL,42.44,55.944476,46874.51
2022-01-03,WAT,SELL,364.59,6.728686,46874.51
2022-01-03,SNPS,SELL,361.1,6.603057,46874.51
2022-01-03,SPG,SELL,125.53,0.639605,46874.51
2022-01-03,STX,SELL,98.94,0.820558,46874.51
2022-01-03,TPL,SELL,133.9,0.352541,46874.51
2022-01-03,TSLA,SELL,399.93,0.19543,46874.51
2022-01-03,WFC,SELL,45.35,0.693672,46874.51
2022-01-03,UDR,SELL,49.72,1.651316,46874.51
2022-01-03,TXT,SELL,75.99,1.278184,46874.51
2022-01-03,TRGP,BUY,48.0,0.613829,46874.51
2022-01-03,WSM,BUY,77.11,4.465246,46874.51
2022-01-03,STLD,BUY,57.67,0.477905,46874.51
2022-01-03,TSCO,BUY,43.37,0.388995,46874.51
2022-01-03,WST,BUY,440.29,0.181691,46874.51
2022-01-03,ZBRA,BUY,583.9,4.013916,46874.51
2022-01-03,URI,BUY,318.85,0.463639,46874.51
2022-01-03,WMB,BUY,21.75,107.760209,46874.51
2022-01-03,TGT,BUY,200.7,1.051106,46874.51
2022-01-03,SPGI,BUY,419.79,5.583046,46874.51
2022-01-03,WM,BUY,151.6,15.459604,46874.51
2022-01-03,VRT,BUY,24.27,96.555566,46874.51
2022-01-03,TROW,BUY,158.03,0.867964,46874.51
2022-02-01,TGT,SELL,189.69,11.67773,44115.58
2022-02-01,TROW,SELL,126.49,14.831326,44115.58
2022-02-01,WSM,SELL,75.62,30.39267,44115.58
2022-02-01,TSLA,SELL,310.42,5.860388,44115.58
2022-02-01,URI,SELL,318.24,7.35061,44115.58
2022-02-01,WMB,SELL,25.05,107.760209,44115.58
2022-02-01,VRT,SELL,21.02,96.555566,44115.58
2022-02-01,TRGP,SELL,55.08,8.786196,44115.58
2022-02-01,STX,SELL,94.39,0.320433,44115.58
2022-02-01,WFC,SELL,49.7,7.302904,44115.58
2022-02-01,UDR,SELL,47.06,0.268616,44115.58
2022-02-01,STLD,BUY,53.88,0.296865,44115.58
2022-02-01,SPG,BUY,115.4,0.44411,44115.58
2022-02-01,TXT,BUY,68.55,1.333173,44115.58
2022-02-01,TSCO,BUY,40.54,0.37676,44115.58
2022-02-01,ZTS,BUY,188.53,11.699842,44115.58
2022-02-01,WST,BUY,392.41,0.297958,44115.58
2022-02-01,SHW,BUY,281.2,7.84415,44115.58
2022-02-01,ZBRA,BUY,509.48,0.315556,44115.58
2022-02-01,UNH,BUY,431.98,5.106242,44115.58
2022-02-01,WM,BUY,139.51,0.351131,44115.58
2022-02-01,TPL,BUY,117.93,1.199227,44115.58
2022-02-01,SPGI,BUY,380.06,0.220678,44115.58
2022-02-01,ULTA,BUY,372.32,5.924417,44115.58
2022-02-01,WELL,BUY,75.93,29.050558,44115.58
2022-02-01,SBAC,BUY,298.99,7.377387,44115.58
2022-02-01,TER,BUY,114.79,19.215259,44115.58
2022-03-01,SBAC,SELL,293.72,7.377387,43139.14
2022-03-01,ULTA,SELL,369.01,5.924417,43139.14
2022-03-01,SPGI,SELL,356.28,5.803724,43139.14
2022-03-01,WELL,SELL,74.39,29.050558,43139.14
2022-03-01,TER,SELL,112.62,19.215259,43139.14
2022-03-01,ZBRA,SELL,405.58,4.329471,43139.14
2022-03-01,ZTS,SELL,182.53,11.699842,43139.14
2022-03-01,TPL,SELL,126.7,18.703384,43139.14
2022-03-01,TRGP,SELL,59.46,3.765681,43139.14
2022-03-01,UNH,SELL,439.21,0.195218,43139.14
2022-03-01,WM,SELL,136.55,0.014531,43139.14
2022-03-01,STLD,SELL,67.5,8.982132,43139.14
2022-03-01,TXT,SELL,70.74,1.686192,43139.14
2022-03-01,WFC,BUY,45.15,3.385774,43139.14
2022-03-01,STX,BUY,87.97,1.149731,43139.14
2022-03-01,SLB,BUY,34.16,63.151065,43139.14
2022-03-01,UDR,BUY,45.35,0.68422,43139.14
2022-03-01,WST,BUY,376.94,0.101167,43139.14
2022-03-01,WMB,BUY,25.99,82.983349,43139.14
2022-03-01,TSN,BUY,81.62,26.426286,43139.14
2022-03-01,TSCO,BUY,37.92,2.474911,43139.14
2022-03-01,SPG,BUY,105.4,1.348893,43139.14
2022-03-01,GWW,BUY,447.73,4.817564,43139.14
2022-03-01,STT,BUY,69.93,30.843813,43139.14
2022-03-01,VST,BUY,20.31,106.227358,43139.14
2022-03-01,SJM,BUY,108.81,19.822826,43139.14
2022-03-01,SHW,BUY,245.73,0.933475,43139.14
2022-03-01,UPS,BUY,166.9,12.923912,43139.14
2022-04-01,STT,SELL,74.65,30.843813,45768.31
2022-04-01,WM,SELL,149.5,15.796204,45768.31
2022-04-01,SJM,SELL,118.45,19.822826,45768.31
2022-04-01,SHW,SELL,245.43,8.777625,45768.31
2022-04-01,TSCO,SELL,41.89,56.889273,45768.31
2022-04-01,GWW,SELL,496.86,4.817564,45768.31
2022-04-01,TRGP,SELL,70.15,3.656451,45768.31
2022-04-01,SLB,SELL,37.8,2.611737,45768.31
2022-04-01,STLD,SELL,79.81,3.282655,45768.31
2022-04-01,WMB,SELL,28.13,1.641541,45768.31
2022-04-01,WST,SELL,411.96,0.167321,45768.31
2022-04-01,VST,SELL,21.87,1.585907,45768.31
2022-04-01,UNH,SELL,474.12,0.08436,45768.31
2022-04-01,UDR,SELL,49.25,1.096623,45768.31
2022-04-01,WFC,BUY,43.73,4.555283,45768.31
2022-04-01,STX,BUY,78.77,4.535209,45768.31
2022-04-01,TTD,BUY,72.33,31.638537,45768.31
2022-04-01,TXT,BUY,72.71,0.981111,45768.31
2022-04-01,TSLA,BUY,361.53,6.329808,45768.31
2022-04-01,TSN,BUY,79.19,2.469798,45768.31
2022-04-01,STE,BUY,238.42,9.598253,45768.31
2022-04-01,UPS,BUY,167.76,0.717325,45768.31
2022-04-01,SPG,BUY,105.47,1.232456,45768.31
2022-04-01,SNPS,BUY,334.98,6.831498,45768.31
2022-04-01,ZTS,BUY,181.17,12.631029,45768.31
2022-04-01,WRB,BUY,40.55,56.43934,45768.31
2022-05-02,TTD,SELL,62.08,31.638537,42265.32
2022-05-02,TXT,SELL,69.77,31.471767,42265.32
2022-05-02,WFC,SELL,39.21,52.324627,42265.32
2022-05-02,TSN,SELL,80.81,28.896084,42265.32
2022-05-02,STE,SELL,215.4,9.598253,42265.32
2022-05-02,STX,SELL,72.63,29.053633,42265.32
2022-05-02,SPG,SELL,92.66,21.696313,42265.32
2022-05-02,ZTS,SELL,165.88,12.631029,42265.32
2022-05-02,UPS,SELL,144.98,13.641237,42265.32
2022-05-02,TRGP,SELL,67.67,1.393448,42265.32
2022-05-02,SLB,SELL,35.46,0.94552,42265.32
2022-05-02,STLD,SELL,78.54,1.763901,42265.32
2022-05-02,WMB,SELL,28.61,7.470371,42265.32
2022-05-02,VST,SELL,23.04,12.901272,42265.32
2022-05-02,WRB,SELL,39.87,3.437806,42265.32
2022-05-02,UNH,SELL,463.54,0.267672,42265.32
2022-05-02,TSLA,BUY,300.98,0.691476,42265.32
2022-05-02,VLO,BUY,102.31,20.655164,42265.32
2022-05-02,SNPS,BUY,290.71,0.437829,42265.32
2022-05-02,WELL,BUY,81.41,25.956741,42265.32
2022-05-02,UDR,BUY,43.5,2.114588,42265.32
2022-05-02,TMO,BUY,538.71,3.922809,42265.32
2022-05-02,WST,BUY,308.61,1.292892,42265.32
2022-05-02,SRE,BUY,69.93,30.220771,42265.32
2022-05-02,UNP,BUY,211.04,10.013461,42265.32
2022-05-02,TSCO,BUY,38.13,55.428961,42265.32
2022-05-02,ULTA,BUY,405.55,5.210865,42265.32
2022-05-02,GWW,BUY,471.2,4.484856,42265.32
2022-05-02,VRTX,BUY,261.96,8.067133,42265.32
2022-06-01,WST,SELL,304.98,6.847801,42958.52
2022-06-01,ULTA,SELL,407.32,5.210865,42958.52
2022-06-01,TSCO,SELL,35.42,55.428961,42958.52
2022-06-01,UDR,SELL,40.28,48.575855,42958.52
2022-06-01,UNP,SELL,201.76,10.013461,42958.52
2022-06-01,GWW,SELL,476.32,4.484856,42958.52
2022-06-01,SNPS,SELL,316.86,7.269328,42958.52
2022-06-01,VST,SELL,24.16,2.851586,42958.52
2022-06-01,VLO,SELL,117.26,2.337084,42958.52
2022-06-01,WMB,SELL,31.13,4.86648,42958.52
2022-06-01,WRB,SELL,42.57,2.545778,42958.52
2022-06-01,VRTX,SELL,269.41,0.094431,42958.52
2022-06-01,SLB,SELL,42.48,9.029533,42958.52
2022-06-01,SRE,SELL,71.62,0.229426,42958.52
2022-06-01,TMO,SELL,549.28,0.012362,42958.52
2022-06-01,TRGP,BUY,68.41,0.169709,42958.52
2022-06-01,STLD,BUY,78.86,0.330584,42958.52
2022-06-01,TSLA,BUY,246.79,1.682172,42958.52
2022-06-01,UNH,BUY,455.58,0.155678,42958.52
2022-06-01,WELL,BUY,80.2,0.825547,42958.52
2022-06-01,SMCI,BUY,5.17,415.459525,42958.52
2022-06-01,TSN,BUY,77.06,27.872936,42958.52
2022-06-01,VRSK,BUY,166.26,12.919221,42958.52
2022-06-01,WM,BUY,148.3,14.483407,42958.52
2022-06-01,SO,BUY,65.38,32.851808,42958.52
2022-06-01,STE,BUY,212.91,10.088648,42958.52
2022-06-01,SBAC,BUY,308.42,6.964384,42958.52
2022-07-01,SBAC,SELL,307.84,6.964384,39727.05
2022-07-01,WM,SELL,146.21,14.483407,39727.05
