Date,Ticker,Action,Price,Shares,Portfolio Value
2023-07-03,CRM,SELL,208.05,11.061152,51222.2
2023-07-03,TT,SELL,185.73,14.363134,51222.2
2023-07-03,ULTA,SELL,477.35,5.732291,51222.2
2023-07-03,SJM,SELL,134.12,17.913976,51222.2
2023-07-03,TSCO,SELL,41.81,59.320987,51222.2
2023-07-03,XYL,SELL,107.81,23.512064,51222.2
2023-07-03,SBUX,SELL,91.98,25.586731,51222.2
2023-07-03,VRT,SELL,24.78,16.402637,51222.2
2023-07-03,UBER,SELL,43.09,0.721474,51222.2
2023-07-03,TDG,SELL,766.27,0.137921,51222.2
2023-07-03,GWW,SELL,762.67,0.266524,51222.2
2023-07-03,STLD,SELL,106.24,2.186123,51222.2
2023-07-03,SMCI,BUY,24.92,2.571083,51222.2
2023-07-03,RCL,BUY,100.36,25.519214,51222.2
2023-07-03,WYNN,BUY,103.37,0.028514,51222.2
2023-07-03,TTD,BUY,77.45,33.067914,51222.2
2023-07-03,TKO,BUY,102.42,0.353735,51222.2
2023-07-03,SNPS,BUY,434.01,5.901039,51222.2
2023-07-03,WDAY,BUY,224.59,11.40349,51222.2
2023-07-03,ROST,BUY,107.82,0.030098,51222.2
2023-07-03,URI,BUY,435.94,5.87495,51222.2
2023-07-03,TJX,BUY,80.96,0.21019,51222.2
2023-07-03,VMC,BUY,218.4,11.72645,51222.2
2023-07-03,SYK,BUY,289.41,0.271513,51222.2
2023-07-03,UAL,BUY,55.06,46.514889,51222.2
2023-07-03,VRSN,BUY,219.58,1.138885,51222.2
2023-07-03,SNA,BUY,265.01,9.664124,51222.2
2023-08-01,SNPS,SELL,453.51,5.901039,52820.89
2023-08-01,VRSN,SELL,208.24,11.663733,52820.89
2023-08-01,SNA,SELL,254.06,9.664124,52820.89
2023-08-01,SMCI,SELL,33.76,24.534002,52820.89
2023-08-01,RCL,SELL,104.48,0.242041,52820.89
2023-08-01,VRT,SELL,26.43,3.442973,52820.89
2023-08-01,UBER,SELL,46.65,2.82226,52820.89
2023-08-01,TTD,SELL,90.05,3.739268,52820.89
2023-08-01,WDAY,SELL,239.8,0.38996,52820.89
2023-08-01,URI,SELL,460.59,0.140897,52820.89
2023-08-01,WYNN,BUY,105.81,0.183359,52820.89
2023-08-01,TKO,BUY,98.2,1.890541,52820.89
2023-08-01,UAL,BUY,53.26,3.072884,52820.89
2023-08-01,TDG,BUY,771.55,0.080719,52820.89
2023-08-01,GWW,BUY,706.88,0.37809,52820.89
2023-08-01,SYK,BUY,271.22,0.888237,52820.89
2023-08-01,STLD,BUY,102.61,1.630609,52820.89
2023-08-01,UHS,BUY,137.39,19.223587,52820.89
2023-08-01,TJX,BUY,83.01,0.182834,52820.89
2023-08-01,ROST,BUY,110.59,0.126797,52820.89
2023-08-01,VMC,BUY,219.02,0.331978,52820.89
2023-08-01,SLB,BUY,53.39,49.470371,52820.89
2023-08-01,ZBH,BUY,128.63,20.532494,52820.89
2023-09-01,ZBH,SELL,116.16,20.532494,53255.01
2023-09-01,VMC,SELL,218.41,12.058428,53255.01
2023-09-01,VRT,SELL,39.73,32.882406,53255.01
2023-09-01,UBER,SELL,47.04,0.007946,53255.01
2023-09-01,URI,SELL,478.73,0.171939,53255.01
2023-09-01,SLB,SELL,55.71,1.675774,53255.01
2023-09-01,TDG,SELL,778.98,0.004777,53255.01
2023-09-01,WDAY,SELL,248.49,0.297807,53255.01
2023-09-01,TJX,SELL,89.38,2.024595,53255.01
2023-09-01,SYK,SELL,276.25,0.098757,53255.01
2023-09-01,ROST,SELL,118.4,1.391101,53255.01
2023-09-01,SMCI,BUY,28.22,16.130963,53255.01
2023-09-01,RCL,BUY,95.01,2.748411,53255.01
2023-09-01,WYNN,BUY,98.8,1.990736,53255.01
2023-09-01,TKO,BUY,98.69,0.086212,53255.01
2023-09-01,UAL,BUY,49.72,3.96714,53255.01
2023-09-01,TTD,BUY,79.93,3.984882,53255.01
2023-09-01,CRM,BUY,217.76,12.227768,53255.01
2023-09-01,UHS,BUY,132.96,0.803753,53255.01
2023-09-01,WAB,BUY,111.92,23.79118,53255.01
2023-09-01,GWW,BUY,694.53,0.097725,53255.01
2023-09-01,STLD,BUY,102.9,0.138967,53255.01
2023-10-02,CRM,SELL,200.25,12.227768,49824.92
2023-10-02,WAB,SELL,103.79,23.79118,49824.92
2023-10-02,TTD,SELL,78.31,33.313529,49824.92
2023-10-02,SYK,SELL,266.7,9.638932,49824.92
2023-10-02,SMCI,SELL,28.89,8.126162,49824.92
2023-10-02,VRT,SELL,38.27,1.933484,49824.92
2023-10-02,RCL,SELL,89.18,0.089463,49824.92
2023-10-02,UBER,SELL,45.68,2.069176,49824.92
2023-10-02,SLB,SELL,53.92,1.588877,49824.92
2023-10-02,STLD,SELL,102.36,1.538781,49824.92
2023-10-02,TJX,SELL,85.56,0.674179,49824.92
2023-10-02,UHS,SELL,124.74,0.055121,49824.92
2023-10-02,GWW,SELL,678.74,0.163487,49824.92
2023-10-02,ROST,SELL,111.36,0.119557,49824.92
2023-10-02,URI,BUY,426.29,0.281868,49824.92
2023-10-02,TDG,BUY,704.67,0.117108,49824.92
2023-10-02,TKO,BUY,83.28,2.932411,49824.92
2023-10-02,WST,BUY,367.43,6.780272,49824.92
2023-10-02,WDAY,BUY,213.66,0.944138,49824.92
2023-10-02,WYNN,BUY,90.05,0.716738,49824.92
2023-10-02,UAL,BUY,41.62,6.302034,49824.92
2023-10-02,NOW,BUY,111.05,22.434362,49824.92
2023-10-02,SNPS,BUY,463.82,5.371148,49824.92
2023-10-02,VST,BUY,31.76,78.437049,49824.92
2023-11-01,UHS,SELL,123.89,19.97222,48697.16
2023-11-01,ROST,SELL,112.83,22.370268,48697.16
2023-11-01,SLB,SELL,51.98,46.20572,48697.16
2023-11-01,UAL,SELL,34.81,59.856948,48697.16
2023-11-01,TKO,SELL,80.72,29.91408,48697.16
2023-11-01,GWW,SELL,725.13,3.670418,48697.16
2023-11-01,TJX,SELL,84.96,29.117375,48697.16
2023-11-01,STLD,SELL,104.97,24.337654,48697.16
2023-11-01,VRT,SELL,40.08,4.351615,48697.16
2023-11-01,SNPS,SELL,475.38,0.24923,48697.16
2023-11-01,VST,SELL,33.13,4.938579,48697.16
2023-11-01,TDG,SELL,708.05,0.09654,48697.16
2023-11-01,WDAY,SELL,211.46,0.145355,48697.16
2023-11-01,NOW,SELL,118.7,1.920968,48697.16
2023-11-01,SMCI,BUY,25.23,10.273862,48697.16
2023-11-01,UBER,BUY,43.83,1.015397,48697.16
2023-11-01,RCL,BUY,82.92,1.426588,48697.16
2023-11-01,WST,BUY,318.94,0.853899,48697.16
2023-11-01,TTD,BUY,70.76,34.410086,48697.16
2023-11-01,WYNN,BUY,84.51,1.143503,48697.16
2023-11-01,URI,BUY,399.11,0.256753,48697.16
2023-11-01,STX,BUY,67.16,36.251994,48697.16
2023-11-01,WELL,BUY,80.88,30.106299,48697.16
2023-11-01,PH,BUY,359.28,6.777027,48697.16
2023-11-01,WDC,BUY,31.41,77.529109,48697.16
2023-11-01,VRSK,BUY,217.99,11.169744,48697.16
2023-11-01,TT,BUY,208.16,11.697315,48697.16
2023-11-01,STE,BUY,207.65,11.725626,48697.16
2023-12-01,TT,SELL,222.58,11.697315,55085.67
2023-12-01,WDC,SELL,36.41,77.529109,55085.67
2023-12-01,STE,SELL,198.96,11.725626,55085.67
2023-12-01,WYNN,SELL,83.01,28.810166,55085.67
2023-12-01,UBER,SELL,57.35,7.526436,55085.67
2023-12-01,RCL,SELL,107.68,3.784971,55085.67
2023-12-01,NOW,SELL,138.16,0.577642,55085.67
2023-12-01,SNPS,SELL,545.96,0.077074,55085.67
2023-12-01,TDG,SELL,859.87,0.235653,55085.67
2023-12-01,PH,SELL,422.51,0.258164,55085.67
2023-12-01,WDAY,SELL,272.92,1.422599,55085.67
2023-12-01,URI,SELL,490.78,0.488638,55085.67
2023-12-01,VRT,BUY,44.98,0.494832,55085.67
2023-12-01,SMCI,BUY,26.96,5.632563,55085.67
2023-12-01,VST,BUY,35.42,4.25684,55085.67
2023-12-01,WST,BUY,349.01,0.25764,55085.67
2023-12-01,STX,BUY,74.65,0.643678,55085.67
2023-12-01,TTD,BUY,71.6,4.057564,55085.67
2023-12-01,WSM,BUY,93.91,29.327912,55085.67
2023-12-01,TTWO,BUY,157.84,17.449846,55085.67
2023-12-01,CRM,BUY,255.58,10.77667,55085.67
2023-12-01,VRSK,BUY,238.07,0.399277,55085.67
2023-12-01,GWW,BUY,787.08,3.49938,55085.67
2023-12-01,WELL,BUY,85.3,2.184724,55085.67
2024-01-02,URI,SELL,554.61,5.612097,56178.85
2024-01-02,VRSK,SELL,233.74,11.569021,56178.85
2024-01-02,SMCI,SELL,28.55,3.746474,56178.85
2024-01-02,RCL,SELL,116.83,1.535546,56178.85
2024-01-02,WSM,SELL,97.49,0.515452,56178.85
2024-01-02,TDG,SELL,879.3,0.008635,56178.85
2024-01-02,STX,SELL,78.62,1.165638,56178.85
2024-01-02,PH,SELL,447.26,0.238513,56178.85
2024-01-02,VST,SELL,37.38,2.611716,56178.85
2024-01-02,VRT,BUY,45.5,0.496865,56178.85
2024-01-02,UBER,BUY,58.38,0.08894,56178.85
2024-01-02,TSLA,BUY,248.42,11.307233,56178.85
2024-01-02,NOW,BUY,137.5,0.492329,56178.85
2024-01-02,CRM,BUY,251.77,0.379926,56178.85
2024-01-02,SNPS,BUY,498.97,0.584637,56178.85
2024-01-02,WDAY,BUY,268.28,0.378283,56178.85
2024-01-02,TTD,BUY,70.59,1.324713,56178.85
2024-01-02,TTWO,BUY,159.26,0.18762,56178.85
2024-01-02,WDC,BUY,38.27,73.402386,56178.85
2024-01-02,WST,BUY,345.93,0.228167,56178.85
2024-01-02,GWW,BUY,796.54,0.027054,56178.85
2024-01-02,WELL,BUY,86.04,0.356169,56178.85
2024-02-01,STX,SELL,82.52,35.730034,62925.23
2024-02-01,WELL,SELL,84.12,32.647192,62925.23
2024-02-01,WDC,SELL,43.19,73.402386,62925.23
2024-02-01,SMCI,SELL,58.35,44.483516,62925.23
2024-02-01,VRT,SELL,59.28,8.658236,62925.23
2024-02-01,UBER,SELL,66.73,0.965686,62925.23
2024-02-01,VST,SELL,42.48,1.073961,62925.23
2024-02-01,NOW,SELL,154.2,0.024311,62925.23
2024-02-01,TDG,SELL,986.96,0.006681,62925.23
2024-02-01,GWW,SELL,903.69,0.044872,62925.23
2024-02-01,RCL,BUY,123.47,1.44058,62925.23
2024-02-01,CRM,BUY,278.97,0.121391,62925.23
2024-02-01,WSM,BUY,94.87,4.350074,62925.23
2024-02-01,WDAY,BUY,294.0,0.231378,62925.23
2024-02-01,SNPS,BUY,540.0,0.196928,62925.23
2024-02-01,PH,BUY,480.15,0.272263,62925.23
2024-02-01,TSLA,BUY,188.86,5.351992,62925.23
2024-02-01,TTWO,BUY,166.33,1.278311,62925.23
2024-02-01,TTD,BUY,67.21,7.020036,62925.23
2024-02-01,TT,BUY,264.85,11.879204,62925.23
2024-02-01,SHW,BUY,302.35,10.405996,62925.23
2024-02-01,WST,BUY,378.68,0.188419,62925.23
2024-02-01,VRSK,BUY,242.22,12.989132,62925.23
2024-03-01,TTD,SELL,83.89,46.812399,69567.58
2024-03-01,WST,SELL,356.07,8.308397,69567.58
2024-03-01,GWW,SELL,962.64,3.481562,69567.58
2024-03-01,TSLA,SELL,202.64,16.659225,69567.58
2024-03-01,SMCI,SELL,90.55,15.505749,69567.58
2024-03-01,VRT,SELL,70.35,3.635278,69567.58
2024-03-01,UBER,SELL,81.03,4.222072,69567.58
2024-03-01,VST,SELL,53.51,9.069795,69567.58
2024-03-01,CRM,SELL,311.49,0.11112,69567.58
2024-03-01,WSM,SELL,113.98,2.643987,69567.58
2024-03-01,NOW,BUY,154.73,2.077126,69567.58
2024-03-01,RCL,BUY,120.84,3.302102,69567.58
2024-03-01,WDAY,BUY,291.92,1.213952,69567.58
2024-03-01,WDC,BUY,48.38,71.896805,69567.58
2024-03-01,TTWO,BUY,150.34,4.220973,69567.58
2024-03-01,TDG,BUY,1048.63,0.129234,69567.58
2024-03-01,VRTX,BUY,432.76,8.037663,69567.58
2024-03-01,SNPS,BUY,591.35,0.055689,69567.58
2024-03-01,VRSK,BUY,237.34,1.666474,69567.58
2024-03-01,STX,BUY,92.37,37.655897,69567.58
2024-03-01,SHW,BUY,328.66,0.177378,69567.58
2024-03-01,TT,BUY,280.59,0.517269,69567.58
2024-03-01,URI,BUY,686.85,5.064281,69567.58
2024-03-01,PH,BUY,523.86,0.087256,69567.58
2024-04-01,VRTX,SELL,420.48,8.037663,72963.91
2024-04-01,VRSK,SELL,229.01,14.655606,72963.91
2024-04-01,TTWO,SELL,150.0,23.136751,72963.91
2024-04-01,SMCI,SELL,103.71,3.239556,72963.91
2024-04-01,VRT,SELL,80.18,3.941566,72963.91
2024-04-01,VST,SELL,70.48,13.236205,72963.91
2024-04-01,WSM,SELL,151.68,6.467209,72963.91
2024-04-01,RCL,SELL,136.69,2.095699,72963.91
2024-04-01,WDC,SELL,53.31,3.461236,72963.91
2024-04-01,UBER,BUY,76.4,4.824198,72963.91
2024-04-01,URI,BUY,696.22,0.175738,72963.91
2024-04-01,NOW,BUY,153.67,1.258941,72963.91
2024-04-01,TDG,BUY,1075.81,0.074045,72963.91
2024-04-01,PH,BUY,543.75,0.069427,72963.91
2024-04-01,BBBY,BUY,36.07,101.142102,72963.91
2024-04-01,SHW,BUY,331.54,0.420511,72963.91
2024-04-01,TT,BUY,291.14,0.134174,72963.91
2024-04-01,VMC,BUY,265.24,13.754301,72963.91
2024-04-01,STX,BUY,87.97,3.815411,72963.91
2024-04-01,CRM,BUY,297.51,1.095655,72963.91
2024-04-01,WDAY,BUY,272.44,1.475301,72963.91
2024-04-01,SNPS,BUY,576.89,0.441803,72963.91
2024-04-01,WFC,BUY,54.74,66.651751,72963.91
2024-05-01,WFC,SELL,56.55,66.651751,67900.71
2024-05-01,WDAY,SELL,244.96,13.390822,67900.71
2024-05-01,SHW,SELL,297.4,11.003885,67900.71
2024-05-01,VRT,SELL,88.28,7.041448,67900.71
2024-05-01,VST,SELL,75.73,6.932594,67900.71
2024-05-01,RCL,SELL,133.74,1.303003,67900.71
2024-05-01,WDC,SELL,53.05,4.441865,67900.71
2024-05-01,PH,SELL,530.61,0.310972,67900.71
2024-05-01,TDG,SELL,1107.16,0.324691,67900.71
2024-05-01,STX,SELL,82.25,0.19279,67900.71
2024-05-01,TT,SELL,309.05,1.545191,67900.71
2024-05-01,VMC,SELL,255.44,0.463613,67900.71
2024-05-01,SMCI,BUY,73.83,10.8093,67900.71
2024-05-01,WSM,BUY,137.15,0.703225,67900.71
2024-05-01,UBER,BUY,67.79,2.330407,67900.71
2024-05-01,URI,BUY,640.93,0.056992,67900.71
2024-05-01,BBBY,BUY,20.16,67.262443,67900.71
2024-05-01,NOW,BUY,137.12,1.019398,67900.71
2024-05-01,SNPS,BUY,522.18,0.177756,67900.71
2024-05-01,VLO,BUY,145.6,23.317329,67900.71
2024-05-01,WRB,BUY,48.85,69.501893,67900.71
2024-05-01,CRM,BUY,264.47,0.574823,67900.71
2024-05-01,TRGP,BUY,107.28,31.645445,67900.71
2024-06-03,BBBY,SELL,0.0,168.404545,68970.39
2024-06-03,PH,SELL,521.54,6.398323,66422.43
2024-06-03,WRB,SELL,50.29,69.501893,66422.43
2024-06-03,NOW,SELL,132.02,24.759235,66422.43
2024-06-03,CRM,SELL,232.9,12.837344,66422.43
2024-06-03,VMC,SELL,248.47,13.290688,66422.43
2024-06-03,SNPS,SELL,561.18,6.501658,66422.43
2024-06-03,VRT,SELL,95.85,3.808277,66422.43
2024-06-03,SMCI,SELL,77.06,2.886072,66422.43
2024-06-03,VST,SELL,91.88,8.684164,66422.43
2024-06-03,WSM,SELL,143.95,1.683503,66422.43
2024-06-03,TT,SELL,315.45,0.457098,66422.43
2024-06-03,WDC,SELL,56.42,5.125203,66422.43
2024-06-03,RCL,SELL,146.82,2.765113,66422.43
2024-06-03,TRGP,SELL,111.22,1.78345,66422.43
2024-06-03,TDG,SELL,1186.81,0.268061,66422.43
2024-06-03,VLO,SELL,144.99,0.411302,66422.43
2024-06-03,STX,SELL,87.54,3.339248,66422.43
2024-06-03,URI,BUY,626.5,0.004083,66422.43
2024-06-03,UBER,BUY,63.79,1.981699,66422.43
2024-06-03,WAB,BUY,164.11,20.237096,66422.43
2024-06-03,WFC,BUY,56.7,58.570502,66422.43
2024-06-03,SYF,BUY,42.03,79.024978,66422.43
2024-06-03,STLD,BUY,128.54,25.836508,66422.43
2024-06-03,USB,BUY,36.1,92.003217,66422.43
2024-06-03,GWW,BUY,873.89,3.800374,66422.43
2024-06-03,SPG,BUY,135.95,24.429226,66422.43
2024-07-01,SYF,SELL,46.42,79.024978,67249.97
2024-07-01,USB,SELL,36.1,92.003217,67249.97
2024-07-01,GWW,SELL,881.4,3.800374,67249.97
2024-07-01,STLD,SELL,125.65,25.836508,67249.97
2024-07-01,SMCI,SELL,81.23,1.704659,67249.97
2024-07-01,WDC,SELL,57.47,0.359036,67249.97
2024-07-01,STX,SELL,98.84,3.919416,67249.97
2024-07-01,TRGP,SELL,125.28,3.022863,67249.97
2024-07-01,WFC,SELL,57.9,0.493674,67249.97
2024-07-01,RCL,SELL,152.16,0.523222,67249.97
2024-07-01,VLO,SELL,148.79,0.307691,67249.97
2024-07-01,UBER,SELL,71.1,4.770829,67249.97
2024-07-01,VRT,BUY,86.45,4.246592,67249.97
2024-07-01,VST,BUY,86.28,2.82541,67249.97
2024-07-01,WSM,BUY,133.9,2.041284,67249.97
2024-07-01,TT,BUY,316.14,0.107684,67249.97
2024-07-01,WAB,BUY,154.04,1.591731,67249.97
2024-07-01,SW,BUY,43.39,77.503036,67249.97
2024-07-01,URI,BUY,629.77,0.038155,67249.97
2024-07-01,TDG,BUY,1110.18,0.230431,67249.97
2024-07-01,TPL,BUY,238.94,14.072478,67249.97
2024-07-01,WRB,BUY,50.01,67.233702,67249.97
2024-07-01,SNPS,BUY,601.75,5.587866,67249.97
2024-07-01,SPG,BUY,133.12,0.829069,67249.97
2024-08-01,WRB,SELL,52.0,67.233702,65166.87
2024-08-01,SW,SELL,40.77,77.503036,65166.87
2024-08-01,VLO,SELL,148.33,22.598336,65166.87
2024-08-01,SPG,SELL,139.41,25.258296,65166.87
2024-08-01,SNPS,SELL,540.67,5.587866,65166.87
2024-08-01,WSM,SELL,140.72,1.957397,65166.87
2024-08-01,TT,SELL,327.92,0.69957,65166.87
2024-08-01,TRGP,SELL,130.62,1.894589,65166.87
2024-08-01,TPL,SELL,271.3,2.062166,65166.87
2024-08-01,TDG,SELL,1123.75,0.129278,65166.87
2024-08-01,URI,SELL,704.11,0.711664,65166.87
2024-08-01,WAB,SELL,155.19,0.83274,65166.87
2024-08-01,VRT,BUY,73.82,5.243485,65166.87
2024-08-01,VST,BUY,75.12,4.404926,65166.87
2024-08-01,SMCI,BUY,67.22,7.076174,65166.87
2024-08-01,WDC,BUY,45.54,13.033983,65166.87
2024-08-01,STX,BUY,95.53,0.088262,65166.87
2024-08-01,UBER,BUY,61.02,6.105429,65166.87
2024-08-01,RCL,BUY,144.01,0.527231,65166.87
2024-08-01,SYF,BUY,46.85,69.548153,65166.87
2024-08-01,NOW,BUY,162.28,20.079022,65166.87
2024-08-01,UHS,BUY,214.04,15.223366,65166.87
2024-08-01,VRTX,BUY,505.78,6.442215,65166.87
2024-08-01,WFC,BUY,54.35,1.87176,65166.87
2024-08-01,WM,BUY,199.97,16.293924,65166.87
2024-09-03,NOW,SELL,167.17,20.079022,65820.9
2024-09-03,TPL,SELL,269.03,12.010312,65820.9
2024-09-03,WM,SELL,203.2,16.293924,65820.9
2024-09-03,UBER,SELL,71.89,53.397956,65820.9
2024-09-03,VRT,SELL,75.02,0.268424,65820.9
2024-09-03,TT,SELL,340.56,0.272813,65820.9
2024-09-03,SYF,SELL,47.83,0.740876,65820.9
2024-09-03,UHS,SELL,234.71,1.201747,65820.9
2024-09-03,RCL,SELL,155.26,1.427614,65820.9
2024-09-03,TRGP,SELL,143.85,2.066077,65820.9
2024-09-03,WDC,SELL,47.45,2.181143,65820.9
2024-09-03,WFC,SELL,56.2,1.391333,65820.9
2024-09-03,TDG,SELL,1180.87,0.112552,65820.9
2024-09-03,WAB,SELL,162.73,0.772679,65820.9
2024-09-03,SMCI,BUY,44.18,26.025163,65820.9
2024-09-03,VST,BUY,74.82,0.608891,65820.9
2024-09-03,WSM,BUY,127.3,2.697411,65820.9
2024-09-03,URI,BUY,691.33,0.132878,65820.9
2024-09-03,TFC,BUY,40.82,80.630991,65820.9
2024-09-03,STX,BUY,93.38,1.13612,65820.9
2024-09-03,SPG,BUY,148.93,22.097377,65820.9
2024-09-03,TYL,BUY,578.72,5.686766,65820.9
2024-09-03,VRTX,BUY,475.7,0.476105,65820.9
2024-09-03,TRV,BUY,220.58,14.920104,65820.9
2024-10-01,WFC,SELL,53.33,58.557254,71161.43
2024-10-01,VRTX,SELL,469.76,6.91832,71161.43
2024-10-01,WDC,SELL,50.23,69.362305,71161.43
2024-10-01,TRV,SELL,228.59,14.920104,71161.43
2024-10-01,VST,SELL,121.35,14.66524,71161.43
2024-10-01,VRT,SELL,97.41,7.344213,71161.43
2024-10-01,TT,SELL,381.29,0.331895,71161.43
2024-10-01,RCL,SELL,168.86,0.125898,71161.43
2024-10-01,WSM,SELL,146.64,1.588604,71161.43
2024-10-01,URI,SELL,794.7,0.283187,71161.43
2024-10-01,WAB,SELL,179.92,0.447347,71161.43
2024-10-01,STX,SELL,104.73,1.270522,71161.43
2024-10-01,UHS,BUY,222.99,1.934576,71161.43
2024-10-01,TRGP,BUY,144.52,1.741315,71161.43
2024-10-01,TDG,BUY,1272.57,0.009015,71161.43
2024-10-01,SYF,BUY,47.55,6.023022,71161.43
2024-10-01,TFC,BUY,38.51,11.7659,71161.43
2024-10-01,SPG,BUY,155.99,0.711796,71161.43
2024-10-01,SMCI,BUY,40.55,13.25019,71161.43
2024-10-01,UBER,BUY,74.24,47.926613,71161.43
2024-10-01,NOW,BUY,173.44,20.515184,71161.43
2024-10-01,XYL,BUY,131.47,27.063894,71161.43
2024-10-01,TYL,BUY,578.64,0.462259,71161.43
2024-10-01,VTR,BUY,60.91,58.410642,71161.43
2024-11-01,NOW,SELL,188.68,20.515184,70418.19
2024-11-01,TFC,SELL,39.52,92.396892,70418.19
2024-11-01,XYL,SELL,116.86,27.063894,70418.19
2024-11-01,TYL,SELL,602.75,6.149024,70418.19
2024-11-01,VTR,SELL,61.2,58.410642,70418.19
2024-11-01,VRT,SELL,106.67,3.519327,70418.19
2024-11-01,RCL,SELL,196.96,3.195179,70418.19
2024-11-01,SYF,SELL,53.6,9.144721,70418.19
2024-11-01,TRGP,SELL,159.34,2.522518,70418.19
2024-11-01,WAB,SELL,185.26,0.771094,70418.19
2024-11-01,VST,BUY,118.34,0.431815,70418.19
2024-11-01,WSM,BUY,128.87,3.05851,70418.19
2024-11-01,TT,BUY,370.95,0.159812,70418.19
2024-11-01,URI,BUY,781.58,0.027613,70418.19
2024-11-01,UHS,BUY,203.73,1.325685,70418.19
2024-11-01,TDG,BUY,1220.57,0.088655,70418.19
2024-11-01,ZBRA,BUY,384.64,9.153779,70418.19
2024-11-01,SMCI,BUY,26.05,47.414383,70418.19
2024-11-01,UBER,BUY,73.25,0.140411,70418.19
2024-11-01,WDC,BUY,49.57,71.030505,70418.19
2024-11-01,STX,BUY,96.27,2.599664,70418.19
2024-11-01,UAL,BUY,80.46,43.759751,70418.19
2024-11-01,VLTO,BUY,100.72,34.958437,70418.19
2024-11-01,SPG,BUY,154.29,0.010766,70418.19
2024-11-01,SHW,BUY,352.46,9.989501,70418.19
2024-12-02,VLTO,SELL,105.71,34.958437,80691.4
2024-12-02,SHW,SELL,390.21,9.989501,80691.4
2024-12-02,UBER,SELL,73.07,48.067024,80691.4
2024-12-02,TDG,SELL,1179.37,2.884639,80691.4
2024-12-02,STX,SELL,100.2,36.573378,80691.4
2024-12-02,SPG,SELL,166.87,22.819939,80691.4
2024-12-02,WSM,SELL,172.91,27.322264,80691.4
2024-12-02,WDC,SELL,55.25,71.030505,80691.4
2024-12-02,VST,SELL,152.6,3.313866,80691.4
2024-12-02,VRT,SELL,126.77,1.183277,80691.4
2024-12-02,RCL,SELL,240.19,1.078906,80691.4
2024-12-02,UAL,SELL,97.44,2.354066,80691.4
2024-12-02,TRGP,SELL,187.56,0.585994,80691.4
2024-12-02,SYF,SELL,65.39,3.981007,80691.4
2024-12-02,SMCI,SELL,42.0,39.098488,80691.4
2024-12-02,TPL,BUY,495.74,8.13856,80691.4
2024-12-02,TT,BUY,409.06,0.371526,80691.4
2024-12-02,TTD,BUY,135.16,29.850325,80691.4
2024-12-02,URI,BUY,845.79,0.265292,80691.4
2024-12-02,WAB,BUY,198.29,1.341604,80691.4
2024-12-02,ZBRA,BUY,410.04,0.685676,80691.4
2024-12-02,WMT,BUY,91.2,44.240047,80691.4
2024-12-02,WELL,BUY,130.81,30.843695,80691.4
2024-12-02,TMUS,BUY,238.61,16.908578,80691.4
2024-12-02,UHS,BUY,199.57,2.9349,80691.4
2024-12-02,WFC,BUY,72.9,55.342528,80691.4
2024-12-02,TYL,BUY,625.58,6.449327,80691.4
2024-12-02,VTR,BUY,59.36,67.967032,80691.4
2025-01-02,UHS,SELL,178.51,20.21678,73332.43
2025-01-02,SMCI,SELL,30.05,96.06119,73332.43
2025-01-02,VTR,SELL,55.69,67.967032,73332.43
2025-01-02,VST,SELL,148.43,1.736795,73332.43
2025-01-02,VRT,SELL,118.08,0.772445,73332.43
2025-01-02,TRGP,SELL,176.49,0.735829,73332.43
2025-01-02,UAL,SELL,95.43,2.98358,73332.43
2025-01-02,RCL,SELL,223.76,0.410757,73332.43
2025-01-02,SYF,SELL,63.59,4.046062,73332.43
2025-01-02,WMT,SELL,88.79,2.946776,73332.43
2025-01-02,WAB,SELL,187.56,0.797812,73332.43
2025-01-02,WFC,SELL,67.97,1.399897,73332.43
2025-01-02,WELL,SELL,121.72,0.720497,73332.43
2025-01-02,TYL,SELL,574.67,0.068932,73332.43
2025-01-02,ZBRA,SELL,383.76,0.28499,73332.43
2025-01-02,TPL,BUY,389.91,1.265113,73332.43
2025-01-02,TTD,BUY,117.73,1.294,73332.43
2025-01-02,WMB,BUY,53.23,68.878545,73332.43
2025-01-02,WSM,BUY,182.82,20.055902,73332.43
2025-01-02,TT,BUY,369.42,0.06223,73332.43
2025-01-02,TKO,BUY,139.84,26.219768,73332.43
2025-01-02,TMUS,BUY,213.96,0.22819,73332.43
2025-01-02,URI,BUY,680.77,0.615836,73332.43
2025-02-03,TMUS,SELL,232.06,17.136768,78440.78
2025-02-03,URI,SELL,728.51,5.386017,78440.78
2025-02-03,TYL,SELL,603.01,6.380395,78440.78
2025-02-03,VST,SELL,167.15,1.23776,78440.78
2025-02-03,UAL,SELL,104.83,1.008777,78440.78
2025-02-03,TPL,SELL,440.37,0.497526,78440.78
2025-02-03,TRGP,SELL,195.2,0.683171,78440.78
2025-02-03,WSM,SELL,199.9,0.435432,78440.78
2025-02-03,RCL,SELL,254.86,0.997953,78440.78
2025-02-03,TKO,SELL,153.87,0.73082,78440.78
2025-02-03,WMT,SELL,98.21,1.356769,78440.78
2025-02-03,WELL,SELL,137.0,1.496071,78440.78
2025-02-03,WAB,SELL,203.12,0.239421,78440.78
2025-02-03,WFC,SELL,75.67,2.112789,78440.78
2025-02-03,TSLA,BUY,383.68,10.222162,78440.78
2025-02-03,VRT,BUY,112.39,3.844527,78440.78
2025-02-03,TTD,BUY,117.94,2.110204,78440.78
2025-02-03,SYF,BUY,66.06,1.70942,78440.78
